pedido_id,data_pedido,cliente_nome,cliente_email,produto_nome,produto_categoria,quantidade,preco_unitario,total_pago,status_pedido
1220,2023/06/27,Alexia Silveira,aragaocaua@uol.com.br,At 28mm,eletrico,3,277.2,831.6,entregué
1221,2023/06/06,Pedro Miguel Pires,isis19@bol.com.br,Non 26W50,Elétrico,4,149.41,597.64,em transporte
1222,2023/10/15,Mariane Duarte,emanuel47@yahoo.com.br,Illo 93W50,Suspensão,1,920.85,920.85,pendenti
1223,2024/08/18,Luiza Cardoso,pintofelipe,Cum 71mm,suspencao,3,527.07,1581.21,cançelado
1224,2023/11/30,Amanda Rocha,jazevedo@ig.com.br,Officiis 11Ah,Motor,2,88.22,176.44,Em transporte
1225,2022/05/13,Dr. Heitor da Rosa,correiavitor@bol.com.br,Omnis 15mm,iluminacao,1,763.75,763.75,cançelado
1226,2023/02/25,Luigi Farias,martinspietra@azevedo.org,Aspernatur 68W50,Suspensão,,913.53,,pendente
1227,2023/12/04,Laura Silva,marina64@lopes.br,Amet 48W50,Suspensão,3,160.31,480.93,Em transporte
1228,2023/06/27,Emanuelly Melo,almeidamelissa@bol.com.br,Iste 12Ah,lubrificantes,1,806.94,806.94,cançelado
1229,2024/02/21,Ana Beatriz Costa,henrique53@bol.com.br,Illo 81mm,Motor,3,75.46,226.38,entregue
1230,2024/03/20,Dr. André Gonçalves,elisajesus@pereira.com,Aspernatur 38W50,Suspensão,2,841.24,1682.48,entregue
1231,2023/09/01,Dr. Noah Campos,joao-felipe56@bol.com.br,Eum 33W50,Motor,3,381.15,1143.45,pendente
1232,2023/08/18,Guilherme Cunha,iribeiro@pinto.br,Sequi 93mm,eletrico,2,662.68,1325.36,Em transporte
1233,2022/05/08,Lucas Gabriel Moura,joao-lucas58@da.com,Rem 21Ah,freio,5,265.29,1326.45,cançelado
1234,2023/12/21,Rebeca Duarte,heitoralves@da.br,Ex 82W50,Freio,4,385.77,1543.08,em transporte
1235,2022/04/19,Srta. Mirella Pereira,cardosootavio@ferreira.br,Nobis 12mm,lubrificantes,4,237.26,949.04,Em transporte
1236,2025/04/12,Dra. Rebeca da Luz,vpinto@carvalho.br,Molestias 79W50,Motor,2,369.46,738.92,cancelado
1237,2022/10/21,Thales da Cunha,cardosoraul@carvalho.com,Dicta 81W50,Iluminação,4,386.4,1545.6,pendente
1238,2025/03/09,Sophia Gomes,ian89@silva.net,Exercitationem 31Ah,eletrico,2,715.14,1430.28,cancelado
1239,2022/06/28,Enzo Gabriel Aragão,da-luzcaroline@monteiro.br,Facere 98W50,iluminacao,3,771.27,2313.81,pendenti
1240,2024/02/21,Paulo Ramos,rafael16@correia.br,A 58W50,Iluminação,1,887.48,887.48,cançelado
1241,2022/04/27,Fernanda Carvalho,tda-rosa@santos.com,Commodi 11Ah,lubrificantes,3,284.55,853.65,entregue
1242,2024/02/20,Enrico Correia,gabriel69@barros.net,Animi 41Ah,Elétrico,5,157.15,785.75,cancelado
1243,,Breno Oliveira,duartejulia@costa.net,Aspernatur 22W50,iluminacao,4,932.75,3731.0,pendente
1244,2024/07/15,Vitor Gabriel Santos,hda-rosa@souza.br,Sint 14W50,iluminacao,1,884.99,884.99,em transporte
1245,2024/12/02,João Pedro Moura,rebeca16,Officiis 17Ah,freio,4,336.96,1347.84,cancelado
1246,2023/01/13,Giovanna Farias,pereiraluigi@ribeiro.org,Mollitia 19mm,Suspensão,3,968.77,2906.31,pendenti
1247,2023/09/04,Julia Pereira,xsilveira@hotmail.com,Minima 98Ah,iluminacao,4,761.17,3044.68,pendente
1248,2022/12/05,Vitor Hugo Fernandes,marcelacampos@mendes.com,Doloribus 94mm,Lubrificantes,1,932.06,932.06,cancelado
1249,2022/11/21,Lavínia Porto,nogueiraolivia@da.com,Quae 60mm,Lubrificantes,5,411.55,2057.75,entregue
1250,,Felipe Farias,clara40@correia.br,Dignissimos 89Ah,Iluminação,2,652.64,1305.28,pendenti
1251,2022/11/24,Sophia da Mata,maria-alice64@silveira.br,A 24W50,iluminacao,3,,,cancelado
1252,2023/03/31,Juliana da Cruz,noaharagao@bol.com.br,Voluptatem 89Ah,motr,1,306.81,306.81,entregue
1253,2023/04/28,Emanuel Aragão,luigipinto@gmail.com,Minus 92mm,Iluminação,3,410.73,1232.19,entregué
1254,2023/12/06,Lorenzo Pinto,gabriela33@bol.com.br,Perspiciatis 74mm,iluminacao,3,784.69,2354.07,entregué
1255,2024/08/01,Isabella Pinto,kmartins@pinto.com,Qui 51mm,lubrificantes,1,536.79,536.79,em transporte
1256,2025/03/10,Thomas Alves,pedro70@hotmail.com,Error 73Ah,suspencao,2,502.38,1004.76,Em transporte
1257,2023/07/06,Yasmin Barbosa,luiz-fernando86@ig.com.br,Praesentium 87Ah,Lubrificantes,3,625.61,1876.83,pendente
1258,2025/01/02,,yfarias@yahoo.com.br,Dolore 14W50,Lubrificantes,5,299.07,1495.35,entregué
1259,2024/07/31,Brenda Novaes,isiscastro@bol.com.br,Voluptatibus 44mm,Elétrico,1,419.02,419.02,pendenti
1260,2023/05/24,Isadora Novaes,sarahribeiro@gmail.com,Id 16W50,motr,1,951.13,951.13,pendenti
1261,2023/06/18,Sra. Daniela Rodrigues,qsales@dias.net,Nisi 61W50,Elétrico,2,723.64,1447.28,pendente
1262,2024/01/08,Maria Fernanda Pinto,davi-luccamartins@gmail.com,Sunt 89W50,Freio,1,383.15,383.15,Em transporte
1263,2022/09/02,Rafael Moreira,enovaes@ig.com.br,Excepturi 21W50,motr,2,687.09,1374.18,cançelado
1264,2024/10/22,Elisa Freitas,anaalmeida@oliveira.com,Labore 13W50,iluminacao,2,299.8,599.6,entregue
1265,2025/03/16,Natália Rezende,lnascimento@gmail.com,Nesciunt 67W50,Iluminação,3,951.72,2855.16,cançelado
1266,2022/07/24,Pedro Lucas Rezende,isadoranogueira@uol.com.br,Iusto 92W50,Suspensão,2,433.87,867.74,pendenti
1267,2024/05/31,Theo da Costa,ian31@sales.com,Aut 97Ah,Freio,3,381.94,1145.82,pendenti
1268,2022/08/20,Isabella Azevedo,da-rochagabriel@costa.org,Vero 100Ah,Elétrico,4,84.01,336.04,Em transporte
1269,2025/01/10,Giovanna Viana,rcastro@hotmail.com,Recusandae 76W50,eletrico,1,559.43,559.43,pendenti
1270,2023/09/28,Raquel Moura,ferreiranicole@correia.net,Soluta 14W50,Suspensão,4,705.11,2820.44,cancelado
1271,2025/03/06,Ana Beatriz Alves,da-luzpedro-lucas@uol.com.br,Est 75W50,suspencao,1,398.5,398.5,cançelado
1272,2024/09/10,Luiz Fernando da Cunha,caua28@ribeiro.br,Quis 35W50,Iluminação,1,594.11,594.11,pendenti
1273,2024/12/30,Ana Beatriz Almeida,araujodanilo@silva.br,Dolor 31Ah,Suspensão,1,324.46,324.46,cancelado
1274,2024/06/10,Ian Pereira,gomesalice@ig.com.br,Velit 27Ah,Elétrico,1,267.87,267.87,cancelado
1275,2023/12/12,Isabel da Conceição,qrodrigues@nunes.br,Excepturi 90mm,iluminacao,1,938.68,938.68,cançelado
1276,2024/09/29,Kamilly Ferreira,goncalvesmarcelo@hotmail.com,Laborum 89W50,Motor,5,136.09,680.45,em transporte
1277,2023/07/17,Alexia Cardoso,hda-conceicao@hotmail.com,Voluptate 81Ah,motr,5,797.17,3985.85,cancelado
1278,2023/10/06,Brenda da Cunha,brendada-paz@aragao.com,Expedita 91mm,Suspensão,1,836.23,836.23,em transporte
1279,2024/07/29,Fernanda da Luz,danilo01@gmail.com,Mollitia 100Ah,Elétrico,4,,,pendente
1280,,Dr. Diogo Rezende,luizaalves@ig.com.br,Reprehenderit 58W50,freio,2,451.87,903.74,entregue
1281,2024/05/19,Lara Castro,daniela52@hotmail.com,Unde 94mm,Lubrificantes,2,998.07,1996.14,em transporte
1282,2024/04/03,Diego da Paz,marcelo55@santos.br,Vel 73Ah,freio,1,767.55,767.55,Em transporte
1283,2023/05/20,Leonardo da Rosa,diogosilva@gmail.com,Ab 95Ah,Freio,5,594.85,2974.25,cançelado
1284,2022/07/04,Nicole Costa,francisco65@nascimento.com,Labore 20W50,motr,1,284.02,284.02,entregué
1285,2024/09/15,João Pedro Gonçalves,oliveiraisabel@gmail.com,Adipisci 39W50,Motor,5,587.83,2939.15,Em transporte
1286,2024/01/12,,cavalcantihenrique@gmail.com,Ducimus 15mm,Lubrificantes,1,949.25,949.25,pendente
1287,2022/06/29,Valentina da Conceição,alexandrecavalcanti@rodrigues.br,Quaerat 76Ah,Elétrico,um,256.95,,cançelado
1288,2022/07/11,Davi Lucas Cunha,lfernandes@bol.com.br,Fugiat 81mm,iluminacao,4,667.78,2671.12,em transporte
1289,2024/02/27,Daniel Silveira,murilo70@hotmail.com,Similique 56Ah,iluminacao,5,372.3,1861.5,cançelado
1290,2023/09/12,Maria Cunha,epinto@rocha.br,Eos 27W50,Freio,2,422.8,845.6,entregue
1291,2023/01/21,Emanuel Gonçalves,matheuspinto@hotmail.com,Facilis 88Ah,lubrificantes,4,236.06,944.24,em transporte
1292,2022/12/15,Eduardo Carvalho,rduarte@hotmail.com,Molestiae 83Ah,Lubrificantes,5,294.86,1474.3,em transporte
1293,2024/12/12,Maysa Silva,yagocorreia@uol.com.br,Excepturi 38Ah,suspencao,2,94.92,189.84,cançelado
1294,2023/06/06,Daniel Duarte,davi99@hotmail.com,Labore 57Ah,Lubrificantes,4,614.27,2457.08,em transporte
1295,,,flima@fernandes.br,Quos 69W50,Suspensão,1,271.54,271.54,pendenti
1296,2024/10/23,Felipe da Luz,vitoriaramos@yahoo.com.br,Ex 54W50,iluminacao,4,768.04,3072.16,pendente
1297,,Vitor Gabriel Nogueira,castroeloah@cavalcanti.br,Odio 80Ah,iluminacao,4,937.4,3749.6,pendente
1298,2025/04/03,Maitê Freitas,laiscaldeira@ig.com.br,Quisquam 99mm,lubrificantes,5,300.39,1501.95,entregue
1299,2022/08/05,Helena da Luz,pireseduardo@dias.com,Ad 83W50,iluminacao,2,55.5,111.0,cançelado
1300,2023/07/04,Gustavo Henrique Pires,cpinto@gmail.com,Pariatur 45W50,freio,2,486.15,972.3,pendenti
1301,2024/05/07,Lavínia Jesus,brunocorreia@ig.com.br,Incidunt 88W50,eletrico,4,549.63,2198.52,cançelado
1302,2022/08/18,Lucca Souza,kevin26@ig.com.br,Aperiam 74Ah,Suspensão,4,671.5,2686.0,pendente
1303,2023/04/19,Igor Barbosa,milenamonteiro@yahoo.com.br,Accusamus 81Ah,Elétrico,1,979.01,979.01,em transporte
1304,2024/04/03,Maitê Oliveira,das-nevesisadora@yahoo.com.br,Incidunt 88W50,motr,5,897.33,4486.65,entregue
1305,2023/05/14,,ssantos@gmail.com,Vero 90W50,iluminacao,,978.47,,Em transporte
1306,2023/02/02,Enzo Duarte,noahrezende@castro.br,Distinctio 86Ah,freio,2,537.24,1074.48,pendente
1307,2023/06/15,Maitê Cardoso,enzo78@bol.com.br,Culpa 84mm,Motor,3,319.25,957.75,pendente
1308,2024/06/06,Levi Viana,oliveiraana-carolina@uol.com.br,Sunt 76Ah,Lubrificantes,4,32.07,128.28,cancelado
1309,2025/01/24,Noah da Rosa,alexandre73,Repellendus 56W50,motr,4,376.97,1507.88,Em transporte
1310,2022/11/23,Lavínia da Cunha,rafaela12@caldeira.br,Placeat 60W50,Motor,3,590.6,1771.8,cançelado
1311,2025/03/28,Eloah Campos,nicolasvieira@teixeira.br,Aperiam 16mm,Iluminação,dois,777.2,,Em transporte
1312,2022/09/21,Gabriela Ribeiro,rda-cruz@costela.com,Alias 49Ah,Elétrico,,396.75,,pendente
1313,2025/03/21,Maria Eduarda Cardoso,wpires@yahoo.com.br,Odit 63mm,freio,2,475.23,950.46,cancelado
1314,2024/02/18,Olivia Ferreira,diaslorena@souza.br,Placeat 100mm,lubrificantes,3,718.29,2154.87,pendenti
1315,2022/08/30,Marcelo Rezende,ryan66@gmail.com,Dolores 93mm,Elétrico,3,747.68,2243.04,pendente
1316,2024/11/21,Dr. João Pedro Nogueira,lda-cruz@lopes.org,Consequuntur 76Ah,eletrico,2,299.73,599.46,em transporte
1317,2024/10/04,Srta. Vitória Pinto,sofia53@hotmail.com,Aliquid 85Ah,freio,3,89.22,267.66,Em transporte
1318,2024/05/18,Maria Fernanda Fogaça,matheus55@yahoo.com.br,Praesentium 20W50,Motor,1,963.92,963.92,entregue
1319,2023/09/03,Dr. Augusto Gonçalves,imonteiro@pires.br,Ullam 32mm,Elétrico,,339.85,,em transporte
1320,2024/10/28,João Lucas Rodrigues,stella26@alves.br,Incidunt 100Ah,Elétrico,2,798.66,1597.32,cancelado
1321,2023/11/03,Isabel Costa,igorribeiro@hotmail.com,Dignissimos 46W50,lubrificantes,1,404.29,404.29,cancelado
1322,2022/08/06,Sra. Raquel Rocha,enzo-gabrielnogueira@ramos.br,Ullam 96W50,motr,4,542.29,2169.16,pendente
1323,2024/10/14,Ana Nascimento,noahbarros@gmail.com,Minus 72Ah,Freio,5,262.37,1311.85,pendenti
1324,2024/10/10,Raul Rezende,alvesmariane,Laboriosam 73Ah,Elétrico,2,592.83,1185.66,entregue
1325,2022/06/24,Sr. Lorenzo Silveira,xcardoso@pires.br,Occaecati 21Ah,eletrico,1,184.28,184.28,cancelado
1326,2024/07/12,Dra. Maria Alice Viana,cpereira@rodrigues.com,Sed 58Ah,Lubrificantes,2,916.87,1833.74,cançelado
1327,2023/04/22,Sra. Pietra Alves,costamaria-clara@pereira.com,Nostrum 55W50,iluminacao,4,386.73,1546.92,Em transporte
1328,2023/04/20,Pedro Henrique Azevedo,raquel76@ig.com.br,Quisquam 87W50,suspencao,2,908.83,1817.66,cancelado
1329,2024/08/02,Emilly Fogaça,camposjoao-pedro@peixoto.com,Repudiandae 47mm,motr,2,907.45,1814.9,entregue
1330,2023/04/29,Catarina Moura,sophiaribeiro,Ipsam 94Ah,Motor,5,363.26,1816.3,entregué
1331,2023/10/16,Dr. Samuel Fogaça,freitasarthur@lopes.com,Soluta 89Ah,freio,5,,,entregue
1332,2024/02/20,Manuela Campos,noah23@gmail.com,Laudantium 89Ah,iluminacao,5,258.72,1293.6,entregue
1333,2025/03/04,Srta. Caroline Barros,emanuelly51@campos.br,Rerum 17mm,suspencao,4,554.72,2218.88,entregué
1334,2023/07/30,Agatha Nascimento,samuelferreira@da.com,Magnam 10mm,Freio,3,986.83,2960.49,entregue
1335,2023/05/25,Alexia da Cunha,fcampos@moura.com,Saepe 87mm,iluminacao,,604.27,,cançelado
1336,2023/08/20,Eduarda Castro,maria-sophiasantos@duarte.br,Quibusdam 60Ah,freio,3,422.21,1266.63,entregue
1337,2022/11/15,Dr. Heitor Cardoso,antoniomoura@ig.com.br,Nostrum 35mm,Iluminação,4,131.46,525.84,entregue
1338,2022/11/23,Amanda Pereira,zcardoso@da.org,Vel 27Ah,motr,4,636.26,2545.04,entregue
1339,2022/09/22,Erick Rocha,pietrorodrigues@alves.br,Id 65Ah,Freio,5,606.95,3034.75,pendente
1340,2024/10/21,Srta. Natália Ramos,rafaelcastro@silveira.net,Corrupti 49mm,Iluminação,,111.94,,entregué
1341,2022/08/28,Luiz Felipe da Rosa,vitor-gabrielsantos@lopes.com,Tenetur 91Ah,Iluminação,2,687.12,1374.24,entregué
1342,2023/01/10,João Lucas Moura,moreirabrenda@das.br,Animi 77mm,Lubrificantes,5,899.9,4499.5,entregue
1343,2023/08/22,Luiz Miguel Correia,hfreitas@das.br,Sit 44Ah,lubrificantes,2,784.16,1568.32,cançelado
1344,2023/12/30,Paulo Sales,nogueiramelissa@silveira.com,Harum 36Ah,freio,4,886.65,3546.6,Em transporte
1345,2022/11/24,Paulo Cavalcanti,wlima@gmail.com,Voluptatem 38Ah,iluminacao,1,984.97,984.97,cançelado
1346,2022/09/20,Juan Dias,luiz-felipe02@melo.br,Assumenda 52Ah,Motor,4,980.06,3920.24,Em transporte
1347,2024/08/04,Sarah Cavalcanti,joao-vitorrocha@costela.com,Officia 35mm,eletrico,3,573.89,1721.67,entregué
1348,2024/09/02,Benjamin Moura,efarias@ribeiro.br,Reiciendis 17Ah,Lubrificantes,2,254.1,508.2,pendente
1349,2022/10/06,Maysa Nogueira,vieirabernardo@duarte.br,Velit 96W50,Freio,1,564.42,564.42,entregue
1350,2023/07/21,Sr. Luiz Henrique da Paz,xcunha@bol.com.br,Natus 30mm,freio,2,723.47,1446.94,pendente
1351,2023/03/19,Alexia Fernandes,kalmeida@pereira.com,Ipsa 50Ah,freio,3,225.15,675.45,cancelado
1352,2023/02/15,Nathan Souza,igor43@yahoo.com.br,In 49Ah,eletrico,1,978.12,978.12,em transporte
1353,2024/11/25,Sr. Diego Azevedo,peixotopedro-miguel@goncalves.com,Minima 41Ah,Suspensão,3,752.29,2256.87,entregue
1354,2024/12/24,Dra. Sarah das Neves,gustavo49@ig.com.br,Autem 89mm,suspencao,5,576.02,2880.1,pendenti
1355,2023/07/07,Joaquim Porto,larapinto@da.br,Officia 41mm,motr,2,768.68,1537.36,cançelado
1356,2022/12/20,Maria Vitória Farias,ribeiroalexandre@sales.br,Repudiandae 84W50,Lubrificantes,5,839.74,4198.7,cançelado
1357,2025/01/03,Dra. Rebeca Oliveira,cavalcantigabrielly@bol.com.br,Autem 77Ah,Iluminação,tres,461.65,,em transporte
1358,2023/04/23,Sarah da Mota,clararamos@almeida.br,Praesentium 79mm,Iluminação,4,677.16,2708.64,entregué
1359,2024/09/25,Mariana Sales,vianaisabella@hotmail.com,Expedita 85W50,freio,5,944.68,4723.4,cançelado
1360,2023/06/10,Maysa Ramos,ipinto@gmail.com,Nam 70W50,Elétrico,1,386.04,386.04,entregue
1361,2022/06/16,Giovanna Rodrigues,otavio43@hotmail.com,Vel 86Ah,Lubrificantes,5,709.21,3546.05,Em transporte
1362,2023/09/16,Maria Eduarda da Paz,emillyfernandes@nogueira.com,Quaerat 31mm,eletrico,2,642.18,1284.36,cançelado
1363,2024/07/30,Maysa Aragão,samuelda-rocha@cardoso.com,Expedita 26mm,Freio,2,92.8,185.6,entregue
1364,2024/01/14,Renan Melo,amanda59@hotmail.com,Deleniti 54W50,motr,4,682.95,2731.8,entregue
1365,2024/12/31,Carolina Castro,carolineoliveira@bol.com.br,Quod 37Ah,freio,5,183.99,919.95,pendenti
1366,2023/02/13,Davi Luiz Campos,cavalcantijuan@ig.com.br,Quos 41W50,eletrico,3,755.93,2267.79,cancelado
1367,2024/03/18,Nicolas Jesus,qpereira@uol.com.br,Dolores 12Ah,Lubrificantes,3,161.34,484.02,pendente
1368,2023/01/20,Isabel Pinto,cvieira@uol.com.br,Rerum 57Ah,lubrificantes,4,215.98,863.92,pendenti
1369,2025/01/19,Sr. Luigi Rodrigues,diogogomes@da.com,Odio 59mm,Iluminação,5,785.16,3925.8,Em transporte
1370,2024/12/08,Kaique Castro,da-pazana-laura@da.com,Est 60W50,freio,5,167.37,836.85,cançelado
1371,2024/04/24,Pedro Castro,luiza89@bol.com.br,Id 17Ah,Elétrico,dois,557.79,,pendenti
1372,2024/02/29,Leonardo Porto,mpinto@uol.com.br,Rerum 70mm,Iluminação,1,116.72,116.72,pendente
1373,2023/04/07,Lucca Farias,nicolas36@rocha.org,Esse 92W50,Iluminação,3,509.68,1529.04,Em transporte
1374,2023/09/22,Yasmin Peixoto,marcos-viniciussales@ig.com.br,Natus 26Ah,Freio,1,932.42,932.42,entregue
1375,2022/11/19,Carlos Eduardo Gomes,ramosbianca@pires.com,Illum 77Ah,Motor,4,986.45,3945.8,pendenti
1376,2022/06/15,Daniela Souza,barrosluiza@ig.com.br,Ea 19W50,Elétrico,dois,403.21,,cancelado
1377,2022/06/05,Helena da Mota,oliveiraluiza@bol.com.br,Perferendis 36mm,Iluminação,1,346.53,346.53,pendente
1378,2022/07/31,Anthony Teixeira,kevingoncalves@gmail.com,Aut 80Ah,lubrificantes,4,552.99,2211.96,em transporte
1379,2023/05/04,Eduardo Almeida,bduarte@aragao.br,In 47Ah,Iluminação,2,138.53,277.06,pendente
1380,2023/04/29,,nicolasgoncalves@yahoo.com.br,Corporis 85mm,Suspensão,5,410.26,2051.3,em transporte
1381,2023/09/17,Samuel Alves,tsilveira@hotmail.com,Laudantium 61Ah,iluminacao,4,84.68,338.72,em transporte
1382,2022/12/08,Dra. Laís das Neves,livia35@uol.com.br,Magni 12mm,Lubrificantes,2,835.27,1670.54,cançelado
1383,2024/02/10,Emanuel Martins,alvesnoah@pereira.com,Quibusdam 74W50,iluminacao,2,558.59,1117.18,Em transporte
1384,2025/02/11,Kaique da Costa,ppires@gmail.com,Porro 83W50,freio,1,759.4,759.4,cançelado
1385,2023/04/12,Sra. Stephany da Costa,eloah85@caldeira.br,Et 89W50,Suspensão,2,198.24,396.48,cancelado
1386,2025/01/31,Luigi Nogueira,luiz-felipecampos@da.br,Doloremque 17W50,eletrico,4,676.84,2707.36,pendenti
1387,2025/02/19,Nicolas Araújo,luiz-henriquerodrigues@uol.com.br,Sapiente 16W50,lubrificantes,5,305.56,1527.8,pendenti
1388,2023/04/05,Emanuella Rezende,joao-felipe80@ig.com.br,Modi 85mm,suspencao,5,88.35,441.75,entregué
1389,2022/08/29,Bruno Caldeira,hda-cunha@ig.com.br,Non 67Ah,freio,1,347.12,347.12,cançelado
1390,2025/02/04,,laislima@ig.com.br,Itaque 26mm,iluminacao,2,492.68,985.36,em transporte
1391,2022/11/27,Enzo Gabriel Campos,arthur54@bol.com.br,Aspernatur 17mm,motr,4,771.39,3085.56,em transporte
1392,2022/12/08,Sra. Luana Ramos,eduardo75@gmail.com,Nihil 60mm,Suspensão,um,660.9,,entregue
1393,2023/12/08,Yasmin Costela,mendesmaria-sophia@da.br,Error 13Ah,motr,2,517.28,1034.56,cançelado
1394,2022/10/16,Diego Azevedo,claramoraes@hotmail.com,Ratione 45Ah,Iluminação,1,481.35,481.35,pendente
1395,2024/10/04,Isaac Santos,barbararamos@pereira.net,Debitis 17mm,motr,3,819.65,2458.95,em transporte
1396,2023/09/08,Igor Pires,larasilveira@moura.com,Tempora 46Ah,Motor,3,887.46,2662.38,cancelado
1397,2022/05/20,Clara Rodrigues,antonioda-conceicao@aragao.org,Saepe 85Ah,eletrico,3,58.8,176.4,cançelado
1398,2024/11/03,Maria Alice Vieira,matheus82@pires.br,Ipsa 38mm,Freio,1,457.86,457.86,cançelado
1399,2023/09/25,Ana Carolina Cardoso,mrodrigues@da.br,Doloribus 15mm,Lubrificantes,2,396.26,792.52,cancelado
1400,2023/12/17,,daragao@correia.br,Iste 18W50,Lubrificantes,2,802.03,1604.06,Em transporte
1401,2022/10/24,Ana Freitas,wazevedo@gmail.com,Sapiente 63Ah,Iluminação,4,641.05,2564.2,cancelado
1402,2024/03/13,Elisa Campos,freitascamila@bol.com.br,Nisi 76Ah,suspencao,3,757.77,2273.31,em transporte
1403,2023/07/04,Emanuel da Rosa,paulo16@ig.com.br,Laudantium 100Ah,iluminacao,4,817.4,3269.6,em transporte
1404,2025/04/09,Davi Lucas Cardoso,xcostela@ig.com.br,Voluptate 90Ah,lubrificantes,3,489.79,1469.37,em transporte
1405,2024/04/21,Emilly Monteiro,luiz-gustavo15@uol.com.br,Illum 97W50,iluminacao,,748.87,,cancelado
1406,2024/10/21,Maysa Pereira,lauracosta@pereira.br,Corporis 75W50,Freio,5,193.51,967.55,cançelado
1407,2024/08/26,Rebeca Jesus,pereirapietro@porto.net,Molestiae 55W50,motr,4,473.98,1895.92,pendenti
1408,2024/04/02,João Pedro Ramos,nataliarocha@silveira.br,Tenetur 47Ah,Suspensão,4,985.45,3941.8,Em transporte
1409,2023/11/15,Samuel Nascimento,carolina10@silveira.br,Asperiores 84Ah,Lubrificantes,5,53.98,269.9,entregué
1410,2025/04/05,Sr. Emanuel Sales,salesheitor@fogaca.com,Repudiandae 24mm,suspencao,2,389.95,779.9,em transporte
1411,2023/01/23,Yuri Campos,bianca20@uol.com.br,Iusto 60W50,Freio,1,463.49,463.49,pendenti
1412,2024/12/27,Diogo Azevedo,tribeiro@gmail.com,Quibusdam 35W50,Motor,5,409.67,2048.35,entregue
1413,2022/08/28,,kaiquearaujo@hotmail.com,Accusantium 47mm,motr,1,626.14,626.14,cançelado
1414,2024/05/14,Dra. Nicole Correia,uda-conceicao@nascimento.br,Neque 55W50,Suspensão,5,506.47,2532.35,pendente
1415,2023/02/24,Luiz Otávio Freitas,nascimentocaio@viana.org,Magnam 32Ah,Motor,3,539.9,1619.7,em transporte
1416,,Isadora Fernandes,andrearaujo@costa.com,Repellendus 88mm,freio,1,301.07,301.07,em transporte
1417,2023/03/25,Dr. Gustavo Gomes,antonio11@hotmail.com,Molestias 45W50,Elétrico,3,236.7,710.1,pendente
1418,2022/08/21,Fernando Freitas,piresana-julia@cardoso.br,Laborum 60Ah,Elétrico,3,512.66,1537.98,entregué
1419,2024/05/17,Mariana da Paz,carolinadas-neves@hotmail.com,Beatae 34mm,Elétrico,5,692.71,3463.55,entregué
1420,2023/06/22,Dra. Laís Rezende,ldias@costela.org,Expedita 13mm,Motor,3,422.34,1267.02,entregue
1421,2024/09/17,Srta. Emilly Araújo,miguel77@uol.com.br,Suscipit 69Ah,iluminacao,5,73.61,368.05,entregue
1422,2023/10/06,Larissa Fogaça,fernandesluiz-gustavo@gmail.com,Nam 74Ah,motr,1,898.8,898.8,entregué
1423,2023/04/10,Joana Pereira,qdias@hotmail.com,Unde 76mm,freio,2,626.03,1252.06,cançelado
1424,2024/07/03,Alice Barros,rochahelena@aragao.com,Molestiae 96mm,Lubrificantes,tres,735.93,,pendente
1425,2023/03/23,Isabel Correia,clara61@teixeira.com,Voluptatum 67Ah,Motor,3,148.95,446.85,Em transporte
1426,2024/10/01,,caldeiraana-sophia@uol.com.br,Eum 63mm,suspencao,3,143.29,429.87,pendente
1427,2024/06/07,Thomas Porto,nicolas14@gmail.com,Eius 42mm,Freio,3,985.24,2955.72,pendenti
1428,2023/03/13,Sra. Mariane Martins,heloisa86,Quas 96mm,motr,2,345.01,690.02,pendenti
1429,2024/04/01,Lucas Gabriel da Paz,maria-alice00@alves.com,Aliquid 74mm,motr,4,740.86,2963.44,pendenti
1430,2024/02/05,Bernardo Barros,lunagoncalves@goncalves.br,Et 72W50,suspencao,4,163.64,654.56,pendente
1431,2022/07/04,Dr. Lucas Lopes,olivia76@melo.br,Doloribus 95W50,Freio,3,808.17,2424.51,pendenti
1432,2023/09/24,Srta. Vitória Ramos,vianalucas-gabriel@uol.com.br,Fugit 96mm,suspencao,1,325.09,325.09,Em transporte
1433,,Mariane Campos,peixotoana-vitoria@farias.br,Eaque 37W50,Elétrico,4,860.49,3441.96,cancelado
1434,2023/11/15,Sra. Maria Clara da Rocha,carolina40@porto.br,Minus 65Ah,Freio,3,434.69,1304.07,entregué
1435,2023/12/21,Levi Fernandes,ana-clara19@fernandes.org,Non 31mm,lubrificantes,1,36.57,36.57,cançelado
1436,,Srta. Beatriz Alves,eduardocaldeira@costela.br,Nostrum 67Ah,suspencao,5,504.59,2522.95,cancelado
1437,2022/10/30,Pedro Henrique Jesus,gomesana-clara@duarte.com,Officia 83W50,Iluminação,2,239.08,478.16,Em transporte
1438,2022/10/09,João Miguel Ferreira,fernandacavalcanti@barbosa.br,Minima 17Ah,freio,3,479.18,1437.54,cançelado
1439,2023/10/18,Daniel Azevedo,stella04@da.org,Labore 39Ah,iluminacao,1,,,em transporte
1440,2024/06/06,Erick Sales,augustosantos@duarte.com,Nobis 90Ah,suspencao,2,676.51,1353.02,entregue
1441,2024/11/27,Alice Souza,tduarte@sales.br,Amet 36Ah,Motor,4,,,cançelado
1442,2023/03/05,Dr. Thomas Cardoso,pedroda-rosa@nascimento.com,Voluptatem 42Ah,lubrificantes,1,124.41,124.41,pendente
